hcp_id,month_id,brand,nrx,trx
H046,2025-07,Competitor_B,8,30
H047,2025-07,Apexacare,1,4
H047,2025-07,Competitor_A,1,6
H047,2025-07,Competitor_B,2,6
H048,2025-07,Apexacare,5,20
H048,2025-07,Competitor_A,5,22
H048,2025-07,Competitor_B,6,21
H049,2025-07,Apexacare,15,66
H049,2025-07,Competitor_A,6,27
H049,2025-07,Competitor_B,6,27
H050,2025-07,Apexacare,10,36
H050,2025-07,Competitor_A,12,42
H050,2025-07,Competitor_B,9,30
H051,2025-07,Apexacare,19,72
H051,2025-07,Competitor_A,9,35
H051,2025-07,Competitor_B,9,28
H052,2025-07,Apexacare,5,19
H052,2025-07,Competitor_A,6,24
H052,2025-07,Competitor_B,6,23
H053,2025-07,Apexacare,8,42
H053,2025-07,Competitor_A,5,27
H053,2025-07,Competitor_B,6,21
H054,2025-07,Apexacare,9,37
H054,2025-07,Competitor_A,12,46
H054,2025-07,Competitor_B,12,43
H055,2025-07,Apexacare,9,37
H055,2025-07,Competitor_A,6,26
H055,2025-07,Competitor_B,6,22
H056,2025-07,Apexacare,11,38
H056,2025-07,Competitor_A,17,61
H056,2025-07,Competitor_B,15,51
H057,2025-07,Apexacare,13,49
H057,2025-07,Competitor_A,8,31
H057,2025-07,Competitor_B,8,30
H058,2025-07,Apexacare,7,29
H058,2025-07,Competitor_A,13,52
H058,2025-07,Competitor_B,11,38
H059,2025-07,Apexacare,14,56
H059,2025-07,Competitor_A,11,42
H059,2025-07,Competitor_B,9,34
H060,2025-07,Apexacare,8,38
H060,2025-07,Competitor_A,15,70
H060,2025-07,Competitor_B,14,62
H061,2025-07,Apexacare,13,54
H061,2025-07,Competitor_A,14,59
H061,2025-07,Competitor_B,14,49
H062,2025-07,Apexacare,7,29
H062,2025-07,Competitor_A,4,15
H062,2025-07,Competitor_B,4,13
H063,2025-07,Apexacare,5,22
H063,2025-07,Competitor_A,5,21
H063,2025-07,Competitor_B,5,20
H064,2025-07,Apexacare,11,44
H064,2025-07,Competitor_A,10,43
H064,2025-07,Competitor_B,9,33
H065,2025-07,Apexacare,21,77
H065,2025-07,Competitor_A,16,60
H065,2025-07,Competitor_B,15,52
H066,2025-07,Apexacare,17,66
H066,2025-07,Competitor_A,15,60
H066,2025-07,Competitor_B,13,45
H067,2025-07,Apexacare,6,28
H067,2025-07,Competitor_A,6,29
H067,2025-07,Competitor_B,5,23
H068,2025-07,Apexacare,2,10
H068,2025-07,Competitor_A,3,14
H068,2025-07,Competitor_B,3,12
H069,2025-07,Apexacare,11,47
H069,2025-07,Competitor_A,17,68
H069,2025-07,Competitor_B,15,56
H070,2025-07,Apexacare,17,63
H070,2025-07,Competitor_A,8,29
H070,2025-07,Competitor_B,9,28
H071,2025-07,Apexacare,7,32
H071,2025-07,Competitor_A,7,32
H071,2025-07,Competitor_B,8,31
H072,2025-07,Apexacare,4,18
H072,2025-07,Competitor_A,6,26
H072,2025-07,Competitor_B,5,20
H073,2025-07,Apexacare,6,24
H073,2025-07,Competitor_A,3,13
H073,2025-07,Competitor_B,4,14
H074,2025-07,Apexacare,18,93
H074,2025-07,Competitor_A,11,55
H074,2025-07,Competitor_B,11,50
H075,2025-07,Apexacare,7,25
H075,2025-07,Competitor_A,6,24
H075,2025-07,Competitor_B,6,19
H076,2025-07,Apexacare,9,32
H076,2025-07,Competitor_A,12,45
H076,2025-07,Competitor_B,10,33
H077,2025-07,Apexacare,8,30
H077,2025-07,Competitor_A,11,40
H077,2025-07,Competitor_B,10,32
H078,2025-07,Apexacare,3,14
H078,2025-07,Competitor_A,4,17
H078,2025-07,Competitor_B,3,13
H079,2025-07,Apexacare,2,11
H079,2025-07,Competitor_A,4,20
H079,2025-07,Competitor_B,5,20
H080,2025-07,Apexacare,15,57
H080,2025-07,Competitor_A,7,26
H080,2025-07,Competitor_B,6,22
H081,2025-07,Apexacare,21,82
H081,2025-07,Competitor_A,12,47
H081,2025-07,Competitor_B,12,47
H082,2025-07,Apexacare,11,44
H082,2025-07,Competitor_A,14,58
H082,2025-07,Competitor_B,15,58
H083,2025-07,Apexacare,19,85
H083,2025-07,Competitor_A,9,43
H083,2025-07,Competitor_B,9,34
H084,2025-07,Apexacare,2,8
H084,2025-07,Competitor_A,1,5
H084,2025-07,Competitor_B,2,5
H085,2025-07,Apexacare,13,48
H085,2025-07,Competitor_A,9,33
H085,2025-07,Competitor_B,10,33
H086,2025-07,Apexacare,6,26
H086,2025-07,Competitor_A,9,41
H086,2025-07,Competitor_B,9,38
H087,2025-07,Apexacare,15,52
H087,2025-07,Competitor_A,15,52
H087,2025-07,Competitor_B,12,40
H088,2025-07,Apexacare,16,57
H088,2025-07,Competitor_A,10,37
H088,2025-07,Competitor_B,8,26
H089,2025-07,Apexacare,10,42
H089,2025-07,Competitor_A,18,73
H089,2025-07,Competitor_B,17,65
H090,2025-07,Apexacare,7,30
H090,2025-07,Competitor_A,11,45
H090,2025-07,Competitor_B,12,44
H091,2025-07,Apexacare,25,98
H091,2025-07,Competitor_A,13,53
H091,2025-07,Competitor_B,11,38
H092,2025-07,Apexacare,8,34
H092,2025-07,Competitor_A,10,39
H092,2025-07,Competitor_B,11,39
H093,2025-07,Apexacare,8,42
H093,2025-07,Competitor_A,9,49
H093,2025-07,Competitor_B,10,42
H094,2025-07,Apexacare,5,22
H094,2025-07,Competitor_A,5,19
H094,2025-07,Competitor_B,6,19
H095,2025-07,Apexacare,13,51
H095,2025-07,Competitor_A,13,52
H095,2025-07,Competitor_B,11,41
H096,2025-07,Apexacare,9,37
H096,2025-07,Competitor_A,9,37
H096,2025-07,Competitor_B,10,36
H097,2025-07,Apexacare,0,5
H097,2025-07,Competitor_A,1,6
H097,2025-07,Competitor_B,2,6
H098,2025-07,Apexacare,12,46
H098,2025-07,Competitor_A,9,35
H098,2025-07,Competitor_B,9,33
H099,2025-07,Apexacare,14,51
H099,2025-07,Competitor_A,14,52
H099,2025-07,Competitor_B,12,44
H100,2025-07,Apexacare,5,27
H100,2025-07,Competitor_A,7,39
H100,2025-07,Competitor_B,8,36
H101,2025-07,Apexacare,16,69
H101,2025-07,Competitor_A,6,26
H101,2025-07,Competitor_B,7,25
H102,2025-07,Apexacare,10,40
H102,2025-07,Competitor_A,12,49
H102,2025-07,Competitor_B,13,47
H103,2025-07,Apexacare,3,13
H103,2025-07,Competitor_A,2,10
H103,2025-07,Competitor_B,3,11
H104,2025-07,Apexacare,10,54
H104,2025-07,Competitor_A,10,53
H104,2025-07,Competitor_B,9,40
H105,2025-07,Apexacare,12,58
H105,2025-07,Competitor_A,7,35
H105,2025-07,Competitor_B,8,35
H106,2025-07,Apexacare,14,50
H106,2025-07,Competitor_A,17,59
H106,2025-07,Competitor_B,13,45
H107,2025-07,Apexacare,9,34
H107,2025-07,Competitor_A,3,12
H107,2025-07,Competitor_B,5,14
H108,2025-07,Apexacare,7,37
H108,2025-07,Competitor_A,4,24
H108,2025-07,Competitor_B,5,19
H109,2025-07,Apexacare,13,53
H109,2025-07,Competitor_A,13,53
H109,2025-07,Competitor_B,11,38
H110,2025-07,Apexacare,17,60
H110,2025-07,Competitor_A,7,25
H110,2025-07,Competitor_B,6,20
H111,2025-07,Apexacare,15,63
H111,2025-07,Competitor_A,7,29
H111,2025-07,Competitor_B,7,27
H112,2025-07,Apexacare,8,32
H112,2025-07,Competitor_A,6,25
H112,2025-07,Competitor_B,7,19
H113,2025-07,Apexacare,1,6
H113,2025-07,Competitor_A,1,6
H113,2025-07,Competitor_B,2,6
H114,2025-07,Apexacare,10,44
H114,2025-07,Competitor_A,11,49
H114,2025-07,Competitor_B,8,35
H115,2025-07,Apexacare,15,67
H115,2025-07,Competitor_A,8,35
H115,2025-07,Competitor_B,7,30
H116,2025-07,Apexacare,16,72
H116,2025-07,Competitor_A,11,51
H116,2025-07,Competitor_B,12,47
H117,2025-07,Apexacare,3,11
H117,2025-07,Competitor_A,4,17
H117,2025-07,Competitor_B,4,14
H118,2025-07,Apexacare,20,91
H118,2025-07,Competitor_A,10,48
H118,2025-07,Competitor_B,9,37
H119,2025-07,Apexacare,14,65
H119,2025-07,Competitor_A,13,60
H119,2025-07,Competitor_B,10,43
H120,2025-07,Apexacare,9,48
H120,2025-07,Competitor_A,17,87
H120,2025-07,Competitor_B,19,85
H121,2025-07,Apexacare,12,56
H121,2025-07,Competitor_A,13,63
H121,2025-07,Competitor_B,14,61
H122,2025-07,Apexacare,9,39
H122,2025-07,Competitor_A,10,41
H122,2025-07,Competitor_B,9,32
H123,2025-07,Apexacare,10,50
H123,2025-07,Competitor_A,9,44
H123,2025-07,Competitor_B,10,38
H124,2025-07,Apexacare,8,28
H124,2025-07,Competitor_A,16,56
H124,2025-07,Competitor_B,14,48
H125,2025-07,Apexacare,5,26
H125,2025-07,Competitor_A,10,53
H125,2025-07,Competitor_B,9,41
H126,2025-07,Apexacare,3,16
H126,2025-07,Competitor_A,5,27
H126,2025-07,Competitor_B,5,21
H127,2025-07,Apexacare,20,74
H127,2025-07,Competitor_A,12,43
H127,2025-07,Competitor_B,11,37
H128,2025-07,Apexacare,6,27
H128,2025-07,Competitor_A,4,19
H128,2025-07,Competitor_B,6,18
H129,2025-07,Apexacare,7,33
H129,2025-07,Competitor_A,11,48
H129,2025-07,Competitor_B,10,38
H130,2025-07,Apexacare,6,32
H130,2025-07,Competitor_A,4,24
H130,2025-07,Competitor_B,5,19
H131,2025-07,Apexacare,2,11
H131,2025-07,Competitor_A,3,15
H131,2025-07,Competitor_B,4,16
H132,2025-07,Apexacare,9,44
H132,2025-07,Competitor_A,4,23
H132,2025-07,Competitor_B,6,23
H133,2025-07,Apexacare,9,44
H133,2025-07,Competitor_A,4,20
H133,2025-07,Competitor_B,4,16
H134,2025-07,Apexacare,9,35
H134,2025-07,Competitor_A,10,36
H134,2025-07,Competitor_B,9,29
H135,2025-07,Apexacare,3,14
H135,2025-07,Competitor_A,2,10
H135,2025-07,Competitor_B,2,10
H136,2025-07,Apexacare,8,29
H136,2025-07,Competitor_A,13,48
H136,2025-07,Competitor_B,11,33
H137,2025-07,Apexacare,7,31
H137,2025-07,Competitor_A,17,78
H137,2025-07,Competitor_B,16,71
H138,2025-07,Apexacare,16,72
H138,2025-07,Competitor_A,10,47
H138,2025-07,Competitor_B,11,43
H139,2025-07,Apexacare,9,41
H139,2025-07,Competitor_A,9,39
H139,2025-07,Competitor_B,7,28
H140,2025-07,Apexacare,5,27
H140,2025-07,Competitor_A,4,22
H140,2025-07,Competitor_B,5,23
H141,2025-07,Apexacare,21,79
H141,2025-07,Competitor_A,12,46
H141,2025-07,Competitor_B,13,46
H142,2025-07,Apexacare,8,35
H142,2025-07,Competitor_A,7,35
H142,2025-07,Competitor_B,8,32
H143,2025-07,Apexacare,12,51
H143,2025-07,Competitor_A,12,51
H143,2025-07,Competitor_B,11,42
H144,2025-07,Apexacare,9,44
H144,2025-07,Competitor_A,9,47
H144,2025-07,Competitor_B,8,35
H145,2025-07,Apexacare,1,8
H145,2025-07,Competitor_A,0,5
H145,2025-07,Competitor_B,2,5
H146,2025-07,Apexacare,7,28
H146,2025-07,Competitor_A,13,48
H146,2025-07,Competitor_B,13,43
H147,2025-07,Apexacare,5,28
H147,2025-07,Competitor_A,3,17
H147,2025-07,Competitor_B,4,15
H148,2025-07,Apexacare,3,17
H148,2025-07,Competitor_A,4,23
H148,2025-07,Competitor_B,5,23
H149,2025-07,Apexacare,1,5
H149,2025-07,Competitor_A,1,6
H149,2025-07,Competitor_B,2,6
H150,2025-07,Apexacare,15,54
H150,2025-07,Competitor_A,12,42
H150,2025-07,Competitor_B,9,30
H151,2025-07,Apexacare,12,57
H151,2025-07,Competitor_A,6,32
H151,2025-07,Competitor_B,6,23
H152,2025-07,Apexacare,11,61
H152,2025-07,Competitor_A,4,24
H152,2025-07,Competitor_B,6,23
H153,2025-07,Apexacare,13,48
H153,2025-07,Competitor_A,5,18
H153,2025-07,Competitor_B,6,19
H154,2025-07,Apexacare,12,53
H154,2025-07,Competitor_A,5,24
H154,2025-07,Competitor_B,5,18
H155,2025-07,Apexacare,8,38
H155,2025-07,Competitor_A,6,30
H155,2025-07,Competitor_B,6,27
H156,2025-07,Apexacare,17,65
H156,2025-07,Competitor_A,15,58
H156,2025-07,Competitor_B,13,45
H157,2025-07,Apexacare,4,20
H157,2025-07,Competitor_A,3,13
H157,2025-07,Competitor_B,3,11
H158,2025-07,Apexacare,16,62
H158,2025-07,Competitor_A,9,36
H158,2025-07,Competitor_B,9,28
H159,2025-07,Apexacare,5,23
H159,2025-07,Competitor_A,8,32
H159,2025-07,Competitor_B,8,30
H160,2025-07,Apexacare,13,55
H160,2025-07,Competitor_A,12,48
H160,2025-07,Competitor_B,10,37
H161,2025-07,Apexacare,13,55
H161,2025-07,Competitor_A,11,47
H161,2025-07,Competitor_B,8,33
H162,2025-07,Apexacare,2,9
H162,2025-07,Competitor_A,0,4
H162,2025-07,Competitor_B,2,4
H163,2025-07,Apexacare,6,30
H163,2025-07,Competitor_A,3,15
H163,2025-07,Competitor_B,4,12
H164,2025-07,Apexacare,6,28
H164,2025-07,Competitor_A,10,45
H164,2025-07,Competitor_B,10,41
H165,2025-07,Apexacare,18,66
H165,2025-07,Competitor_A,10,39
H165,2025-07,Competitor_B,9,28
H166,2025-07,Apexacare,4,16
H166,2025-07,Competitor_A,6,27
H166,2025-07,Competitor_B,6,20
H167,2025-07,Apexacare,9,44
H167,2025-07,Competitor_A,10,46
H167,2025-07,Competitor_B,9,38
H168,2025-07,Apexacare,18,79
H168,2025-07,Competitor_A,11,52
H168,2025-07,Competitor_B,9,37
H169,2025-07,Apexacare,3,13
H169,2025-07,Competitor_A,2,13
H169,2025-07,Competitor_B,4,14
H170,2025-07,Apexacare,8,33
H170,2025-07,Competitor_A,8,33
H170,2025-07,Competitor_B,6,24
H171,2025-07,Apexacare,18,69
H171,2025-07,Competitor_A,17,65
H171,2025-07,Competitor_B,17,66
H172,2025-07,Apexacare,11,53
H172,2025-07,Competitor_A,9,42
H172,2025-07,Competitor_B,8,31
H173,2025-07,Apexacare,14,65
H173,2025-07,Competitor_A,10,47
H173,2025-07,Competitor_B,12,48
H174,2025-07,Apexacare,16,77
H174,2025-07,Competitor_A,7,36
H174,2025-07,Competitor_B,9,34
H175,2025-07,Apexacare,11,50
H175,2025-07,Competitor_A,14,61
H175,2025-07,Competitor_B,10,43
H176,2025-07,Apexacare,18,69
H176,2025-07,Competitor_A,17,63
H176,2025-07,Competitor_B,12,44
H177,2025-07,Apexacare,0,4
H177,2025-07,Competitor_A,1,7
H177,2025-07,Competitor_B,3,8
H178,2025-07,Apexacare,8,31
H178,2025-07,Competitor_A,13,50
H178,2025-07,Competitor_B,10,38
H179,2025-07,Apexacare,15,56
H179,2025-07,Competitor_A,7,28
H179,2025-07,Competitor_B,7,21
H180,2025-07,Apexacare,12,51
H180,2025-07,Competitor_A,7,30
H180,2025-07,Competitor_B,8,27
H181,2025-07,Apexacare,8,35
H181,2025-07,Competitor_A,10,44
H181,2025-07,Competitor_B,11,41
H182,2025-07,Apexacare,23,83
H182,2025-07,Competitor_A,17,61
H182,2025-07,Competitor_B,12,45
H183,2025-07,Apexacare,5,23
H183,2025-07,Competitor_A,5,23
H183,2025-07,Competitor_B,5,17
H184,2025-07,Apexacare,11,53
H184,2025-07,Competitor_A,5,24
H184,2025-07,Competitor_B,5,19
H185,2025-07,Apexacare,9,48
H185,2025-07,Competitor_A,8,40
H185,2025-07,Competitor_B,8,38
H186,2025-07,Apexacare,6,22
H186,2025-07,Competitor_A,13,49
H186,2025-07,Competitor_B,11,37
H187,2025-07,Apexacare,11,43
H187,2025-07,Competitor_A,11,46
H187,2025-07,Competitor_B,10,37
H188,2025-07,Apexacare,11,41
H188,2025-07,Competitor_A,6,25
H188,2025-07,Competitor_B,7,22
H189,2025-07,Apexacare,5,20
H189,2025-07,Competitor_A,7,28
H189,2025-07,Competitor_B,6,24
H190,2025-07,Apexacare,11,43
H190,2025-07,Competitor_A,11,40
H190,2025-07,Competitor_B,11,37
H191,2025-07,Apexacare,12,49
H191,2025-07,Competitor_A,12,49
H191,2025-07,Competitor_B,11,42
H192,2025-07,Apexacare,9,36
H192,2025-07,Competitor_A,8,33
H192,2025-07,Competitor_B,7,27
H193,2025-07,Apexacare,11,44
H193,2025-07,Competitor_A,10,40
H193,2025-07,Competitor_B,11,36
H194,2025-07,Apexacare,6,27
H194,2025-07,Competitor_A,6,26
H194,2025-07,Competitor_B,8,27
H195,2025-07,Apexacare,15,58
H195,2025-07,Competitor_A,14,55
H195,2025-07,Competitor_B,12,41
H196,2025-07,Apexacare,9,33
H196,2025-07,Competitor_A,8,31
H196,2025-07,Competitor_B,8,26
H197,2025-07,Apexacare,3,18
H197,2025-07,Competitor_A,4,19
H197,2025-07,Competitor_B,5,20
H198,2025-07,Apexacare,9,40
H198,2025-07,Competitor_A,3,17
H198,2025-07,Competitor_B,5,18
H199,2025-07,Apexacare,6,25
H199,2025-07,Competitor_A,5,21
H199,2025-07,Competitor_B,6,18
H200,2025-07,Apexacare,10,45
H200,2025-07,Competitor_A,9,41
H200,2025-07,Competitor_B,9,40
H201,2025-07,Apexacare,1,7
H201,2025-07,Competitor_A,1,7
H201,2025-07,Competitor_B,3,6
H202,2025-07,Apexacare,6,22
H202,2025-07,Competitor_A,9,33
H202,2025-07,Competitor_B,8,25
H203,2025-07,Apexacare,18,69
H203,2025-07,Competitor_A,12,47
H203,2025-07,Competitor_B,12,38
H204,2025-07,Apexacare,11,50
H204,2025-07,Competitor_A,6,30
H204,2025-07,Competitor_B,7,28
H205,2025-07,Apexacare,13,51
H205,2025-07,Competitor_A,9,38
H205,2025-07,Competitor_B,9,31
H206,2025-07,Apexacare,13,64
H206,2025-07,Competitor_A,10,50
H206,2025-07,Competitor_B,8,40
H207,2025-07,Apexacare,8,31
H207,2025-07,Competitor_A,6,24
H207,2025-07,Competitor_B,7,21
H208,2025-07,Apexacare,8,36
H208,2025-07,Competitor_A,3,15
H208,2025-07,Competitor_B,4,15
H209,2025-07,Apexacare,17,69
H209,2025-07,Competitor_A,8,31
H209,2025-07,Competitor_B,7,26
H210,2025-07,Apexacare,5,19
H210,2025-07,Competitor_A,4,16
H210,2025-07,Competitor_B,5,16
H211,2025-07,Apexacare,16,56
H211,2025-07,Competitor_A,6,24
H211,2025-07,Competitor_B,7,22
H212,2025-07,Apexacare,11,42
H212,2025-07,Competitor_A,21,81
H212,2025-07,Competitor_B,22,77
H213,2025-07,Apexacare,5,26
H213,2025-07,Competitor_A,4,23
H213,2025-07,Competitor_B,5,19
H214,2025-07,Apexacare,6,29
H214,2025-07,Competitor_A,2,11
H214,2025-07,Competitor_B,3,11
H215,2025-07,Apexacare,6,30
H215,2025-07,Competitor_A,2,12
H215,2025-07,Competitor_B,4,12
H216,2025-07,Apexacare,13,52
H216,2025-07,Competitor_A,6,24
H216,2025-07,Competitor_B,5,20
H217,2025-07,Apexacare,6,23
H217,2025-07,Competitor_A,3,10
H217,2025-07,Competitor_B,4,11
H218,2025-07,Apexacare,15,61
H218,2025-07,Competitor_A,10,41
H218,2025-07,Competitor_B,8,33
H219,2025-07,Apexacare,10,52
H219,2025-07,Competitor_A,9,46
H219,2025-07,Competitor_B,8,38
H220,2025-07,Apexacare,2,11
H220,2025-07,Competitor_A,0,4
H220,2025-07,Competitor_B,2,6
H221,2025-07,Apexacare,8,32
H221,2025-07,Competitor_A,12,49
H221,2025-07,Competitor_B,12,45
H222,2025-07,Apexacare,9,49
H222,2025-07,Competitor_A,12,64
H222,2025-07,Competitor_B,11,47
H223,2025-07,Apexacare,18,77
H223,2025-07,Competitor_A,12,51
H223,2025-07,Competitor_B,12,52
H224,2025-07,Apexacare,7,24
H224,2025-07,Competitor_A,3,10
H224,2025-07,Competitor_B,3,10
H225,2025-07,Apexacare,14,50
H225,2025-07,Competitor_A,11,40
H225,2025-07,Competitor_B,10,29
H226,2025-07,Apexacare,5,24
H226,2025-07,Competitor_A,5,23
H226,2025-07,Competitor_B,6,19
H227,2025-07,Apexacare,10,50
H227,2025-07,Competitor_A,16,73
H227,2025-07,Competitor_B,15,66
H228,2025-07,Apexacare,8,30
H228,2025-07,Competitor_A,6,23
H228,2025-07,Competitor_B,5,19
H229,2025-07,Apexacare,7,27
H229,2025-07,Competitor_A,12,46
H229,2025-07,Competitor_B,9,32
H230,2025-07,Apexacare,10,50
H230,2025-07,Competitor_A,9,42
H230,2025-07,Competitor_B,8,34
H231,2025-07,Apexacare,11,38
H231,2025-07,Competitor_A,10,36
H231,2025-07,Competitor_B,8,26
H232,2025-07,Apexacare,11,45
H232,2025-07,Competitor_A,13,51
H232,2025-07,Competitor_B,13,44
H233,2025-07,Apexacare,9,45
H233,2025-07,Competitor_A,7,36
H233,2025-07,Competitor_B,6,27
H234,2025-07,Apexacare,15,66
H234,2025-07,Competitor_A,13,60
H234,2025-07,Competitor_B,11,44
H235,2025-07,Apexacare,15,57
H235,2025-07,Competitor_A,9,34
H235,2025-07,Competitor_B,9,29
H236,2025-07,Apexacare,7,28
H236,2025-07,Competitor_A,6,27
H236,2025-07,Competitor_B,6,21
H237,2025-07,Apexacare,7,32
H237,2025-07,Competitor_A,4,20
H237,2025-07,Competitor_B,5,20
H238,2025-07,Apexacare,4,19
H238,2025-07,Competitor_A,3,17
H238,2025-07,Competitor_B,4,15
H239,2025-07,Apexacare,15,54
H239,2025-07,Competitor_A,11,39
H239,2025-07,Competitor_B,10,33
H240,2025-07,Apexacare,2,8
H240,2025-07,Competitor_A,1,5
H240,2025-07,Competitor_B,2,7
H241,2025-07,Apexacare,7,34
H241,2025-07,Competitor_A,5,25
H241,2025-07,Competitor_B,5,21
H242,2025-07,Apexacare,3,12
H242,2025-07,Competitor_A,2,11
H242,2025-07,Competitor_B,4,13
H243,2025-07,Apexacare,6,23
H243,2025-07,Competitor_A,4,18
H243,2025-07,Competitor_B,6,19
H244,2025-07,Apexacare,7,32
H244,2025-07,Competitor_A,8,39
H244,2025-07,Competitor_B,9,34
H245,2025-07,Apexacare,3,17
H245,2025-07,Competitor_A,3,16
H245,2025-07,Competitor_B,4,12
H246,2025-07,Apexacare,10,37
H246,2025-07,Competitor_A,6,21
H246,2025-07,Competitor_B,6,18
H247,2025-07,Apexacare,7,30
H247,2025-07,Competitor_A,7,29
H247,2025-07,Competitor_B,8,25
H248,2025-07,Apexacare,5,25
H248,2025-07,Competitor_A,2,13
H248,2025-07,Competitor_B,4,13
H249,2025-07,Apexacare,11,54
H249,2025-07,Competitor_A,10,48
H249,2025-07,Competitor_B,8,34
H250,2025-07,Apexacare,7,27
H250,2025-07,Competitor_A,8,30
H250,2025-07,Competitor_B,8,27
H251,2025-07,Apexacare,16,58
H251,2025-07,Competitor_A,10,35
H251,2025-07,Competitor_B,10,33
H252,2025-07,Apexacare,16,74
H252,2025-07,Competitor_A,15,71
H252,2025-07,Competitor_B,12,53
H253,2025-07,Apexacare,8,38
H253,2025-07,Competitor_A,7,36
H253,2025-07,Competitor_B,7,28
H254,2025-07,Apexacare,2,8
H254,2025-07,Competitor_A,1,4
H254,2025-07,Competitor_B,1,4
H255,2025-07,Apexacare,9,35
H255,2025-07,Competitor_A,6,26
H255,2025-07,Competitor_B,7,24
H256,2025-07,Apexacare,3,14
H256,2025-07,Competitor_A,2,9
H256,2025-07,Competitor_B,3,9
H257,2025-07,Apexacare,7,34
H257,2025-07,Competitor_A,10,51
H257,2025-07,Competitor_B,12,51
H258,2025-07,Apexacare,21,77
H258,2025-07,Competitor_A,18,69
H258,2025-07,Competitor_B,18,64
H259,2025-07,Apexacare,8,40
H259,2025-07,Competitor_A,7,37
H259,2025-07,Competitor_B,9,35
H260,2025-07,Apexacare,0,4
H260,2025-07,Competitor_A,1,5
H260,2025-07,Competitor_B,2,6
H261,2025-07,Apexacare,9,39
H261,2025-07,Competitor_A,9,38
H261,2025-07,Competitor_B,8,31
H262,2025-07,Apexacare,5,20
H262,2025-07,Competitor_A,4,16
H262,2025-07,Competitor_B,4,15
H263,2025-07,Apexacare,6,29
H263,2025-07,Competitor_A,8,41
H263,2025-07,Competitor_B,10,42
H264,2025-07,Apexacare,4,15
H264,2025-07,Competitor_A,3,14
H264,2025-07,Competitor_B,4,13
H265,2025-07,Apexacare,10,47
H265,2025-07,Competitor_A,6,27
H265,2025-07,Competitor_B,7,26
H266,2025-07,Apexacare,13,49
H266,2025-07,Competitor_A,17,63
H266,2025-07,Competitor_B,14,50
H267,2025-07,Apexacare,7,34
H267,2025-07,Competitor_A,9,45
H267,2025-07,Competitor_B,7,33
H268,2025-07,Apexacare,24,92
H268,2025-07,Competitor_A,14,54
H268,2025-07,Competitor_B,15,52
H269,2025-07,Apexacare,8,42
H269,2025-07,Competitor_A,8,42
H269,2025-07,Competitor_B,7,30
H270,2025-07,Apexacare,8,32
H270,2025-07,Competitor_A,10,40
H270,2025-07,Competitor_B,7,28
H271,2025-07,Apexacare,15,64
H271,2025-07,Competitor_A,16,68
H271,2025-07,Competitor_B,13,48
H272,2025-07,Apexacare,13,48
H272,2025-07,Competitor_A,11,42
H272,2025-07,Competitor_B,13,42
H273,2025-07,Apexacare,8,39
H273,2025-07,Competitor_A,8,38
H273,2025-07,Competitor_B,6,28
H274,2025-07,Apexacare,9,34
H274,2025-07,Competitor_A,9,36
H274,2025-07,Competitor_B,8,25
H275,2025-07,Apexacare,10,40
H275,2025-07,Competitor_A,5,19
H275,2025-07,Competitor_B,4,16
H276,2025-07,Apexacare,12,57
H276,2025-07,Competitor_A,12,56
H276,2025-07,Competitor_B,9,41
H277,2025-07,Apexacare,4,18
H277,2025-07,Competitor_A,5,21
H277,2025-07,Competitor_B,6,21
H278,2025-07,Apexacare,8,42
H278,2025-07,Competitor_A,4,20
H278,2025-07,Competitor_B,4,14
H279,2025-07,Apexacare,10,45
H279,2025-07,Competitor_A,9,38
H279,2025-07,Competitor_B,8,31
H280,2025-07,Apexacare,15,71
H280,2025-07,Competitor_A,6,31
H280,2025-07,Competitor_B,7,31
H281,2025-07,Apexacare,9,33
H281,2025-07,Competitor_A,14,50
H281,2025-07,Competitor_B,12,36
H282,2025-07,Apexacare,0,4
H282,2025-07,Competitor_A,1,6
H282,2025-07,Competitor_B,2,5
H283,2025-07,Apexacare,4,22
H283,2025-07,Competitor_A,5,25
H283,2025-07,Competitor_B,5,21
H284,2025-07,Apexacare,2,9
H284,2025-07,Competitor_A,2,12
H284,2025-07,Competitor_B,3,11
H285,2025-07,Apexacare,8,33
H285,2025-07,Competitor_A,9,36
H285,2025-07,Competitor_B,11,36
H286,2025-07,Apexacare,15,54
H286,2025-07,Competitor_A,13,47
H286,2025-07,Competitor_B,13,43
H287,2025-07,Apexacare,8,30
H287,2025-07,Competitor_A,15,52
H287,2025-07,Competitor_B,11,37
H288,2025-07,Apexacare,11,44
H288,2025-07,Competitor_A,8,32
H288,2025-07,Competitor_B,8,26
H289,2025-07,Apexacare,9,41
H289,2025-07,Competitor_A,6,27
H289,2025-07,Competitor_B,6,22
H290,2025-07,Apexacare,7,29
H290,2025-07,Competitor_A,3,15
H290,2025-07,Competitor_B,4,13
H291,2025-07,Apexacare,7,29
H291,2025-07,Competitor_A,12,51
H291,2025-07,Competitor_B,10,40
H292,2025-07,Apexacare,4,17
H292,2025-07,Competitor_A,1,7
H292,2025-07,Competitor_B,3,8
H293,2025-07,Apexacare,17,70
H293,2025-07,Competitor_A,17,68
H293,2025-07,Competitor_B,16,60
H294,2025-07,Apexacare,19,69
H294,2025-07,Competitor_A,15,55
H294,2025-07,Competitor_B,13,44
H295,2025-07,Apexacare,3,15
H295,2025-07,Competitor_A,7,33
H295,2025-07,Competitor_B,7,28
