call_id,rep_id,hcp_id,call_date,planned_vs_actual,call_status,call_type,brand_promoted,month_id
C018296,R11,H162,2025-07-24,Planned,Completed,Virtual,Apexacare,2025-07
C018297,R11,H161,2025-07-22,Planned,Completed,In-Person,Apexacare,2025-07
C018298,R11,H164,2025-07-09,Planned,Cancelled,Virtual,None,2025-07
C018299,R11,H170,2025-07-01,Planned,Completed,In-Person,None,2025-07
C018300,R11,H162,2025-07-29,Planned,Completed,In-Person,Apexacare,2025-07
C018301,R11,H172,2025-07-09,Planned,Completed,In-Person,Apexacare,2025-07
C018302,R11,H171,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018303,R11,H161,2025-07-02,Planned,Completed,In-Person,None,2025-07
C018304,R11,H167,2025-07-31,Planned,Completed,In-Person,None,2025-07
C018305,R11,H164,2025-07-26,Planned,Completed,In-Person,None,2025-07
C018306,R11,H167,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018307,R11,H164,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018308,R11,H164,2025-07-04,Planned,Completed,In-Person,None,2025-07
C018309,R11,H163,2025-07-08,Planned,Completed,In-Person,Apexacare,2025-07
C018310,R11,H167,2025-07-03,Planned,Cancelled,In-Person,None,2025-07
C018311,R11,H160,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018312,R11,H172,2025-07-22,Planned,Completed,In-Person,Apexacare,2025-07
C018313,R11,H167,2025-07-08,Planned,Completed,Phone,Apexacare,2025-07
C018314,R11,H172,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018315,R11,H167,2025-07-29,Planned,Completed,In-Person,Apexacare,2025-07
C018316,R11,H171,2025-07-12,Planned,No Show,Phone,None,2025-07
C018317,R11,H166,2025-07-16,Planned,Completed,In-Person,Apexacare,2025-07
C018318,R11,H163,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018319,R11,H161,2025-07-06,Planned,Completed,In-Person,Apexacare,2025-07
C018320,R11,H169,2025-07-06,Planned,Cancelled,In-Person,None,2025-07
C018321,R11,H162,2025-07-09,Planned,Completed,Virtual,Apexacare,2025-07
C018322,R11,H162,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018323,R11,H171,2025-07-10,Planned,Completed,Virtual,Apexacare,2025-07
C018324,R11,H163,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018325,R11,H168,2025-07-15,Planned,Completed,Phone,Apexacare,2025-07
C018326,R11,H169,2025-07-18,Planned,Completed,Phone,Apexacare,2025-07
C018327,R11,H165,2025-07-01,Planned,Completed,In-Person,Apexacare,2025-07
C018328,R11,H167,2025-07-06,Planned,Completed,Phone,None,2025-07
C018329,R11,H172,2025-07-05,Planned,Completed,In-Person,Apexacare,2025-07
C018330,R11,H160,2025-07-30,Planned,Completed,In-Person,Apexacare,2025-07
C018331,R11,H163,2025-07-27,Planned,Completed,In-Person,Apexacare,2025-07
C018332,R11,H169,2025-07-15,Planned,Completed,In-Person,Apexacare,2025-07
C018333,R11,H169,2025-07-27,Planned,Completed,In-Person,Apexacare,2025-07
C018334,R11,H171,2025-07-09,Unplanned,Completed,In-Person,Apexacare,2025-07
C018335,R11,H161,2025-07-13,Unplanned,Completed,In-Person,Apexacare,2025-07
C018336,R12,H185,2025-07-15,Planned,No Show,Phone,None,2025-07
C018337,R12,H175,2025-07-22,Planned,Completed,In-Person,None,2025-07
C018338,R12,H173,2025-07-21,Planned,Completed,In-Person,Apexacare,2025-07
C018339,R12,H185,2025-07-10,Planned,Completed,Phone,Apexacare,2025-07
C018340,R12,H183,2025-07-27,Planned,Completed,In-Person,None,2025-07
C018341,R12,H173,2025-07-15,Planned,Completed,Virtual,Apexacare,2025-07
C018342,R12,H177,2025-07-13,Planned,Completed,In-Person,None,2025-07
C018343,R12,H182,2025-07-30,Planned,Completed,In-Person,Apexacare,2025-07
C018344,R12,H183,2025-07-23,Planned,Completed,In-Person,None,2025-07
C018345,R12,H176,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018346,R12,H183,2025-07-22,Planned,Cancelled,Virtual,None,2025-07
C018347,R12,H184,2025-07-18,Planned,Completed,Phone,Apexacare,2025-07
C018348,R12,H174,2025-07-05,Planned,Completed,In-Person,Apexacare,2025-07
C018349,R12,H178,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018350,R12,H182,2025-07-05,Planned,Completed,Phone,Apexacare,2025-07
C018351,R12,H178,2025-07-11,Planned,Completed,Virtual,None,2025-07
C018352,R12,H181,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018353,R12,H184,2025-07-29,Planned,Completed,In-Person,Apexacare,2025-07
C018354,R12,H174,2025-07-14,Planned,Completed,Phone,Apexacare,2025-07
C018355,R12,H179,2025-07-19,Planned,Cancelled,In-Person,None,2025-07
C018356,R12,H176,2025-07-11,Planned,Completed,In-Person,Apexacare,2025-07
C018357,R12,H185,2025-07-19,Planned,Completed,Phone,Apexacare,2025-07
C018358,R12,H173,2025-07-19,Planned,No Show,Virtual,None,2025-07
C018359,R12,H185,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018360,R12,H174,2025-07-12,Planned,Completed,In-Person,None,2025-07
C018361,R12,H179,2025-07-08,Planned,,In-Person,Apexacare,2025-07
C018362,R12,H174,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018363,R12,H175,2025-07-28,Planned,Completed,In-Person,Apexacare,2025-07
C018364,R12,,2025-07-01,Planned,Completed,In-Person,Apexacare,2025-07
C018365,R12,H180,2025-07-15,Planned,Completed,In-Person,Apexacare,2025-07
C018366,R12,H176,2025-07-04,Planned,Completed,In-Person,Apexacare,2025-07
C018367,R12,H173,2025-07-10,Planned,Completed,Virtual,Apexacare,2025-07
C018368,R12,H179,2025-07-19,Planned,Completed,Virtual,Apexacare,2025-07
C018369,R12,H184,2025-07-12,Planned,Completed,In-Person,None,2025-07
C018370,R12,H174,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018371,R12,H185,2025-07-22,Planned,Completed,In-Person,Apexacare,2025-07
C018372,R12,H179,2025-07-18,Planned,No Show,Virtual,None,2025-07
C018373,R12,H181,2025-07-08,Planned,Completed,In-Person,None,2025-07
C018374,R12,H179,2025-07-01,Planned,Completed,In-Person,Apexacare,2025-07
C018375,R12,H176,2025-07-28,Planned,Completed,In-Person,Apexacare,2025-07
C018376,R12,H178,2025-07-14,Planned,Completed,In-Person,Apexacare,2025-07
C018377,R12,H182,2025-07-03,Planned,Completed,In-Person,Apexacare,2025-07
C018378,R12,H182,2025-07-05,Planned,Completed,In-Person,Apexacare,2025-07
C018379,R12,H185,2025-07-13,Planned,Completed,Virtual,Apexacare,2025-07
C018380,R12,H175,2025-07-09,Planned,Completed,In-Person,Apexacare,2025-07
C018381,R12,H177,2025-07-30,Planned,Completed,In-Person,None,2025-07
C018382,R12,H183,2025-07-19,Planned,Completed,In-Person,Apexacare,2025-07
C018383,R12,H174,2025-07-01,Planned,Completed,Virtual,None,2025-07
C018384,R12,H175,2025-07-28,Planned,No Show,In-Person,None,2025-07
C018385,R12,H179,2025-07-14,Planned,Completed,In-Person,Apexacare,2025-07
C018386,R12,H174,2025-07-27,Planned,Completed,Phone,Apexacare,2025-07
C018387,R12,H184,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018388,R12,H181,2025-07-30,Planned,,In-Person,Apexacare,2025-07
C018389,R12,H173,2025-07-30,Planned,Completed,Virtual,Apexacare,2025-07
C018390,R12,H177,2025-07-16,Planned,Completed,In-Person,None,2025-07
C018391,R12,H174,2025-07-01,Planned,Completed,In-Person,Apexacare,2025-07
C018392,R12,H184,2025-07-09,Planned,Completed,Virtual,None,2025-07
C018393,R12,H183,2025-07-19,Planned,Completed,Phone,Apexacare,2025-07
C018394,R12,H182,2025-07-03,Planned,Completed,Virtual,Apexacare,2025-07
C018395,R12,H179,2025-07-24,Planned,Completed,Phone,Apexacare,2025-07
C018396,R12,H184,2025-07-14,Planned,Completed,In-Person,Apexacare,2025-07
C018397,R12,H174,2025-07-17,Planned,Completed,In-Person,Apexacare,2025-07
C018398,R12,H173,2025-07-01,Planned,Completed,Virtual,Apexacare,2025-07
C018399,R12,H174,2025-07-03,Planned,No Show,In-Person,None,2025-07
C018400,R12,H182,2025-07-01,Planned,,Virtual,Apexacare,2025-07
C018401,R12,H182,2025-07-11,Planned,Completed,Virtual,Apexacare,2025-07
C018402,R12,H180,2025-07-16,Planned,Completed,Phone,Apexacare,2025-07
C018403,R12,H185,2025-07-08,Planned,Completed,In-Person,Apexacare,2025-07
C018404,R12,H173,2025-07-28,Unplanned,Completed,In-Person,Apexacare,2025-07
C018405,R12,H185,2025-07-31,Unplanned,Completed,In-Person,Apexacare,2025-07
C018406,R12,H180,2025-07-08,Unplanned,Completed,In-Person,Apexacare,2025-07
C018407,R12,H179,2025-07-06,Unplanned,Completed,In-Person,Apexacare,2025-07
C018408,R12,H177,2025-07-16,Unplanned,Completed,In-Person,Apexacare,2025-07
C018409,R13,H189,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018410,R13,H187,2025-07-14,Planned,Completed,Virtual,None,2025-07
C018411,R13,H199,2025-07-08,Planned,Completed,Virtual,Apexacare,2025-07
C018412,R13,H189,2025-07-28,Planned,Completed,In-Person,Apexacare,2025-07
C018413,R13,H194,2025-07-09,Planned,Completed,Virtual,Apexacare,2025-07
C018414,R13,H199,2025-07-18,Planned,No Show,Virtual,None,2025-07
C018415,R13,H196,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018416,R13,H194,2025-07-06,Planned,No Show,Virtual,None,2025-07
C018417,R13,H200,2025-07-10,Planned,Completed,In-Person,Apexacare,2025-07
C018418,R13,H191,2025-07-18,Planned,Completed,Virtual,Apexacare,2025-07
C018419,R13,H193,2025-07-31,Planned,Completed,Virtual,Apexacare,2025-07
C018420,R13,H199,2025-07-25,Planned,Completed,In-Person,None,2025-07
C018421,R13,H199,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018422,R13,H191,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018423,R13,H197,2025-07-09,Planned,Completed,Phone,Apexacare,2025-07
C018424,R13,H192,2025-07-21,Planned,Completed,In-Person,Apexacare,2025-07
C018425,R13,H190,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018426,R13,H201,2025-07-05,Planned,Completed,In-Person,None,2025-07
C018427,R13,H197,2025-07-21,Planned,Cancelled,In-Person,None,2025-07
C018428,R13,H201,2025-07-29,Planned,Completed,In-Person,None,2025-07
C018429,R13,H199,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018430,R13,H196,2025-07-31,Planned,Completed,In-Person,Apexacare,2025-07
C018431,R13,H198,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018432,R13,H188,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018433,R13,H191,2025-07-01,Planned,,Virtual,Apexacare,2025-07
C018434,R13,H187,2025-07-09,Planned,Completed,Virtual,Apexacare,2025-07
C018435,R13,H193,2025-07-09,Planned,Completed,Virtual,Apexacare,2025-07
C018436,R13,H198,2025-07-07,Planned,,In-Person,Apexacare,2025-07
C018437,R13,H196,2025-07-14,Planned,Completed,Phone,Apexacare,2025-07
C018438,R13,H202,2025-07-09,Planned,Completed,In-Person,Apexacare,2025-07
C018439,R13,H188,2025-07-05,Planned,Completed,In-Person,Apexacare,2025-07
C018440,R13,H194,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018441,R13,H198,2025-07-04,Planned,Completed,Virtual,Apexacare,2025-07
C018442,R13,H200,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018443,R13,H191,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018444,R13,H195,2025-07-21,Planned,Completed,In-Person,Apexacare,2025-07
C018445,R13,H188,2025-07-12,Planned,Cancelled,In-Person,None,2025-07
C018446,R13,H198,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018447,R13,H189,2025-07-14,Planned,Cancelled,In-Person,None,2025-07
C018448,R13,H201,2025-07-22,Planned,Completed,Virtual,Apexacare,2025-07
C018449,R13,H191,2025-07-30,Planned,Cancelled,In-Person,None,2025-07
C018450,R13,H195,2025-07-06,Planned,Completed,In-Person,Apexacare,2025-07
C018451,R13,H197,2025-07-05,Planned,Cancelled,In-Person,None,2025-07
C018452,R13,H191,2025-07-07,Planned,Completed,In-Person,Apexacare,2025-07
C018453,R13,H196,2025-07-11,Planned,Completed,In-Person,Apexacare,2025-07
C018454,R13,H201,2025-07-27,Planned,Completed,In-Person,Apexacare,2025-07
C018455,R13,H191,2025-07-30,Planned,Completed,In-Person,Apexacare,2025-07
C018456,R13,H189,2025-07-19,Planned,Cancelled,In-Person,None,2025-07
C018457,R13,H193,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018458,R13,H199,2025-07-23,Planned,Completed,In-Person,None,2025-07
C018459,R13,H196,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018460,R13,H197,2025-07-04,Planned,Completed,Virtual,Apexacare,2025-07
C018461,R13,H197,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018462,R13,H195,2025-07-28,Planned,Completed,In-Person,Apexacare,2025-07
C018463,R13,H186,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018464,R13,H196,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018465,R13,H191,2025-07-01,Planned,Completed,Virtual,Apexacare,2025-07
C018466,R13,H188,2025-07-05,Planned,Completed,In-Person,Apexacare,2025-07
C018467,R13,H187,2025-07-17,Planned,Completed,In-Person,Apexacare,2025-07
C018468,R13,H190,2025-07-05,Planned,Completed,Virtual,Apexacare,2025-07
C018469,R13,H201,2025-07-01,Planned,Completed,Virtual,Apexacare,2025-07
C018470,R13,H187,2025-07-07,Planned,Cancelled,Phone,None,2025-07
C018471,R13,H195,2025-07-03,Planned,Cancelled,In-Person,None,2025-07
C018472,R13,H198,2025-07-04,Planned,Completed,Virtual,Apexacare,2025-07
C018473,R13,H201,2025-07-05,Planned,Completed,In-Person,None,2025-07
C018474,R13,H199,2025-07-31,Planned,Completed,Phone,Apexacare,2025-07
C018475,R13,H192,2025-07-27,Unplanned,Completed,In-Person,Apexacare,2025-07
C018476,R13,H187,2025-07-21,Unplanned,Completed,In-Person,Apexacare,2025-07
C018477,R13,H188,2025-07-25,Unplanned,Completed,In-Person,Apexacare,2025-07
C018478,R14,H216,2025-07-10,Planned,Completed,Virtual,Apexacare,2025-07
C018479,R14,H203,2025-07-23,Planned,No Show,In-Person,None,2025-07
C018480,R14,H203,2025-07-05,Planned,Completed,Virtual,Apexacare,2025-07
C018481,R14,H204,2025-07-15,Planned,Completed,Phone,Apexacare,2025-07
C018482,R14,H207,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018483,R14,H215,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018484,R14,H207,2025-07-15,Planned,Completed,In-Person,Apexacare,2025-07
C018485,R14,H203,2025-07-01,Planned,Completed,In-Person,Apexacare,2025-07
C018486,R14,H211,2025-07-16,Planned,Completed,Phone,Apexacare,2025-07
C018487,R14,H216,2025-07-10,Planned,Cancelled,In-Person,None,2025-07
C018488,R14,H206,2025-07-07,Planned,Completed,In-Person,Apexacare,2025-07
C018489,R14,H207,2025-07-17,Planned,Completed,Virtual,Apexacare,2025-07
C018490,R14,H206,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018491,R14,H206,2025-07-29,Planned,Cancelled,In-Person,None,2025-07
C018492,R14,H209,2025-07-31,Planned,Completed,Phone,Apexacare,2025-07
C018493,R14,H208,2025-07-04,Planned,Completed,Virtual,Apexacare,2025-07
C018494,R14,H215,2025-07-07,Planned,Completed,In-Person,Apexacare,2025-07
C018495,R14,H205,2025-07-31,Planned,Completed,In-Person,Apexacare,2025-07
C018496,R14,H212,2025-07-07,Planned,Completed,In-Person,Apexacare,2025-07
C018497,R14,H204,2025-07-19,Planned,Completed,In-Person,Apexacare,2025-07
C018498,R14,H206,2025-07-22,Planned,Completed,In-Person,Apexacare,2025-07
C018499,R14,H216,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018500,R14,H205,2025-07-25,Planned,Cancelled,In-Person,None,2025-07
C018501,R14,H211,2025-07-12,Planned,Completed,Virtual,Apexacare,2025-07
C018502,R14,H208,2025-07-07,Planned,Completed,In-Person,Apexacare,2025-07
C018503,R14,H216,2025-07-14,Planned,Completed,In-Person,Apexacare,2025-07
C018504,R14,H213,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018505,R14,H211,2025-07-28,Planned,Completed,Virtual,Apexacare,2025-07
C018506,R14,H216,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018507,R14,H214,2025-07-18,Planned,Completed,In-Person,Apexacare,2025-07
C018508,R14,H212,2025-07-09,Planned,Completed,In-Person,None,2025-07
C018509,R14,H208,2025-07-16,Planned,Completed,In-Person,Apexacare,2025-07
C018510,R14,H213,2025-07-21,Planned,Completed,In-Person,Apexacare,2025-07
C018511,R14,H210,2025-07-14,Planned,Completed,In-Person,Apexacare,2025-07
C018512,R14,H205,2025-07-19,Planned,Completed,In-Person,Apexacare,2025-07
C018513,R14,H210,2025-07-30,Planned,Completed,In-Person,Apexacare,2025-07
C018514,R14,H214,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018515,R14,H210,2025-07-06,Planned,Completed,In-Person,Apexacare,2025-07
C018516,R14,H210,2025-07-09,Planned,Cancelled,Virtual,None,2025-07
C018517,R14,H207,2025-07-29,Planned,Completed,In-Person,None,2025-07
C018518,R14,H209,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018519,R14,H215,2025-07-13,Planned,Completed,Virtual,Apexacare,2025-07
C018520,R14,H216,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018521,R14,H204,2025-07-07,Planned,Completed,In-Person,None,2025-07
C018522,R14,H205,2025-07-15,Planned,Completed,In-Person,Apexacare,2025-07
C018523,R14,H215,2025-07-05,Planned,Completed,In-Person,Apexacare,2025-07
C018524,R14,H203,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018525,R14,H216,2025-07-08,Planned,Completed,Virtual,Apexacare,2025-07
C018526,R14,H207,2025-07-22,Planned,No Show,Virtual,None,2025-07
C018527,R14,H204,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018528,R14,H209,2025-07-10,Planned,Completed,Phone,Apexacare,2025-07
C018529,R14,H212,2025-07-22,Planned,Completed,Virtual,None,2025-07
C018530,R14,H203,2025-07-05,Planned,Completed,Virtual,Apexacare,2025-07
C018531,R14,H216,2025-07-20,Planned,,In-Person,Apexacare,2025-07
C018532,R14,H211,2025-07-17,Planned,Completed,In-Person,Apexacare,2025-07
C018533,R14,,2025-07-16,Planned,Completed,In-Person,Apexacare,2025-07
C018534,R14,H216,2025-07-01,Planned,Cancelled,In-Person,None,2025-07
C018535,R14,H203,2025-07-03,Planned,Completed,In-Person,Apexacare,2025-07
C018536,R14,H210,2025-07-31,Planned,Completed,In-Person,Apexacare,2025-07
C018537,R14,H214,2025-07-29,Planned,Completed,In-Person,Apexacare,2025-07
C018538,R14,H214,2025-07-19,Planned,Cancelled,In-Person,None,2025-07
C018539,R14,H214,2025-07-08,Planned,Completed,In-Person,None,2025-07
C018540,R14,H204,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018541,R14,H205,2025-07-07,Planned,Cancelled,In-Person,None,2025-07
C018542,R14,H213,2025-07-10,Planned,Completed,In-Person,Apexacare,2025-07
C018543,R14,H215,2025-07-30,Planned,Completed,Virtual,Apexacare,2025-07
C018544,R14,H204,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018545,R14,H213,2025-07-15,Planned,Completed,Virtual,Apexacare,2025-07
C018546,R14,H213,2025-07-09,Planned,Completed,In-Person,None,2025-07
C018547,R14,H204,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018548,R14,H203,2025-07-08,Planned,Completed,In-Person,Apexacare,2025-07
C018549,R14,H208,2025-07-23,Planned,Completed,Phone,Apexacare,2025-07
C018550,R14,H215,2025-07-24,Planned,Completed,In-Person,Apexacare,2025-07
C018551,R14,H210,2025-07-13,Planned,Completed,In-Person,Apexacare,2025-07
C018552,R14,H214,2025-07-14,Planned,Completed,In-Person,Apexacare,2025-07
C018553,R14,H205,2025-07-23,Planned,Completed,Virtual,None,2025-07
C018554,R14,H215,2025-07-08,Planned,Completed,In-Person,Apexacare,2025-07
C018555,R14,H214,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018556,R14,H212,2025-07-20,Planned,Completed,In-Person,None,2025-07
C018557,R14,H209,2025-07-13,Unplanned,Completed,In-Person,Apexacare,2025-07
C018558,R14,H214,2025-07-22,Unplanned,Completed,In-Person,Apexacare,2025-07
C018559,R15,H226,2025-07-04,Planned,Completed,In-Person,Apexacare,2025-07
C018560,R15,H224,2025-07-04,Planned,Completed,Virtual,Apexacare,2025-07
C018561,R15,H217,2025-07-27,Planned,Completed,Phone,Apexacare,2025-07
C018562,R15,H223,2025-07-31,Planned,Completed,In-Person,Apexacare,2025-07
C018563,R15,H231,2025-07-21,Planned,Completed,In-Person,Apexacare,2025-07
C018564,R15,H220,2025-07-17,Planned,Completed,In-Person,Apexacare,2025-07
C018565,R15,H218,2025-07-27,Planned,Completed,In-Person,None,2025-07
C018566,R15,H217,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018567,R15,H219,2025-07-28,Planned,Completed,In-Person,Apexacare,2025-07
C018568,R15,H222,2025-07-03,Planned,Completed,In-Person,None,2025-07
C018569,R15,H224,2025-07-26,Planned,Completed,Virtual,Apexacare,2025-07
C018570,R15,H222,2025-07-18,Planned,Completed,Virtual,Apexacare,2025-07
C018571,R15,H219,2025-07-28,Planned,Completed,In-Person,Apexacare,2025-07
C018572,R15,H217,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018573,R15,H218,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018574,R15,H228,2025-07-06,Planned,Completed,In-Person,None,2025-07
C018575,R15,H227,2025-07-04,Planned,No Show,Virtual,None,2025-07
C018576,R15,H224,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018577,R15,H225,2025-07-31,Planned,Completed,In-Person,Apexacare,2025-07
C018578,R15,H231,2025-07-18,Planned,Completed,Virtual,Apexacare,2025-07
C018579,R15,H219,2025-07-21,Planned,No Show,In-Person,None,2025-07
C018580,R15,H230,2025-07-09,Planned,Completed,Virtual,Apexacare,2025-07
C018581,R15,H223,2025-07-31,Planned,Completed,Virtual,Apexacare,2025-07
C018582,R15,H227,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018583,R15,H218,2025-07-18,Planned,Completed,Virtual,Apexacare,2025-07
C018584,R15,H231,2025-07-19,Planned,Completed,Phone,Apexacare,2025-07
C018585,R15,H220,2025-07-02,Planned,Cancelled,In-Person,None,2025-07
C018586,R15,H219,2025-07-06,Planned,Completed,In-Person,None,2025-07
C018587,R15,H220,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018588,R15,H226,2025-07-30,Planned,Completed,In-Person,Apexacare,2025-07
C018589,R15,H218,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018590,R15,H230,2025-07-31,Planned,Completed,Virtual,Apexacare,2025-07
C018591,R15,H217,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018592,R15,H230,2025-07-11,Planned,Completed,In-Person,Apexacare,2025-07
C018593,R15,H219,2025-07-12,Planned,Completed,In-Person,None,2025-07
C018594,R15,H231,2025-07-23,Planned,No Show,Virtual,None,2025-07
C018595,R15,H218,2025-07-12,Planned,Completed,Virtual,Apexacare,2025-07
C018596,R15,H222,2025-07-21,Planned,Cancelled,In-Person,None,2025-07
C018597,R15,H220,2025-07-29,Planned,Completed,Virtual,Apexacare,2025-07
C018598,R15,H231,2025-07-09,Planned,,Virtual,Apexacare,2025-07
C018599,R15,H220,2025-07-23,Planned,Completed,In-Person,Apexacare,2025-07
C018600,R15,H223,2025-07-22,Planned,Completed,In-Person,Apexacare,2025-07
C018601,R15,H217,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018602,R15,H225,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018603,R15,H230,2025-07-04,Planned,Completed,In-Person,Apexacare,2025-07
C018604,R15,H219,2025-07-25,Planned,Completed,In-Person,Apexacare,2025-07
C018605,R15,,2025-07-16,Planned,Completed,Phone,Apexacare,2025-07
C018606,R15,H224,2025-07-10,Planned,Completed,In-Person,Apexacare,2025-07
C018607,R15,H229,2025-07-05,Planned,Completed,Virtual,Apexacare,2025-07
C018608,R15,H224,2025-07-07,Planned,Completed,In-Person,None,2025-07
C018609,R15,H221,2025-07-27,Planned,Cancelled,In-Person,None,2025-07
C018610,R15,H217,2025-07-07,Planned,Completed,In-Person,Apexacare,2025-07
C018611,R15,H228,2025-07-03,Planned,Completed,Virtual,Apexacare,2025-07
C018612,R15,H217,2025-07-19,Planned,Completed,Virtual,Apexacare,2025-07
C018613,R15,H219,2025-07-02,Planned,Completed,In-Person,Apexacare,2025-07
C018614,R15,H226,2025-07-02,Planned,Cancelled,Phone,None,2025-07
C018615,R15,H230,2025-07-29,Planned,Completed,In-Person,Apexacare,2025-07
C018616,R15,H227,2025-07-22,Planned,Completed,In-Person,Apexacare,2025-07
C018617,R15,H229,2025-07-23,Planned,No Show,Virtual,None,2025-07
C018618,R15,H218,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018619,R15,H226,2025-07-06,Planned,Completed,In-Person,Apexacare,2025-07
C018620,R15,H231,2025-07-17,Planned,Completed,In-Person,Apexacare,2025-07
C018621,R15,H231,2025-07-20,Planned,Completed,In-Person,Apexacare,2025-07
C018622,R15,H223,2025-07-20,Planned,Completed,In-Person,None,2025-07
C018623,R15,H231,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018624,R15,H229,2025-07-08,Planned,Completed,In-Person,Apexacare,2025-07
C018625,R15,H225,2025-07-12,Planned,Completed,In-Person,Apexacare,2025-07
C018626,R15,H220,2025-07-08,Planned,No Show,In-Person,None,2025-07
C018627,R15,H226,2025-07-02,Planned,Completed,Phone,Apexacare,2025-07
C018628,R15,H218,2025-07-21,Planned,Completed,In-Person,Apexacare,2025-07
C018629,R15,H226,2025-07-04,Planned,Completed,In-Person,Apexacare,2025-07
C018630,R15,H223,2025-07-26,Planned,Completed,In-Person,Apexacare,2025-07
C018631,R15,H220,2025-07-11,Unplanned,Completed,In-Person,Apexacare,2025-07
C018632,R15,H226,2025-07-24,Unplanned,Completed,In-Person,Apexacare,2025-07
C018633,R15,H218,2025-07-13,Unplanned,Completed,In-Person,Apexacare,2025-07
C018634,R16,H246,2025-07-09,Planned,Completed,In-Person,Apexacare,2025-07
C018635,R16,H245,2025-07-07,Planned,Cancelled,Virtual,None,2025-07
C018636,R16,H245,2025-07-21,Planned,Cancelled,In-Person,None,2025-07
C018637,R16,H238,2025-07-11,Planned,Completed,In-Person,None,2025-07
C018638,R16,H241,2025-07-01,Planned,Completed,In-Person,Apexacare,2025-07
C018639,R16,H239,2025-07-06,Planned,Completed,Virtual,Apexacare,2025-07
C018640,R16,H245,2025-07-27,Planned,Completed,In-Person,Apexacare,2025-07
C018641,R16,H239,2025-07-10,Planned,Completed,In-Person,Apexacare,2025-07
C018642,R16,H238,2025-07-19,Planned,Completed,Virtual,Apexacare,2025-07
